,enrollee_id,city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
1650,19550,city_21,0.624,Female,Has relevant experience,Part time course,Graduate,STEM,7,Unknown,Unknown,4,2,0.0
1652,1443,city_75,0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,4,50-99,Funded Startup,1,12,0.0
1653,14491,city_144,0.84,Male,Has relevant experience,No enrollment,High School,Unknown,13,50-99,Funded Startup,1,36,1.0
1654,3275,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,12,100-500,Pvt Ltd,1,39,1.0
1655,5265,city_134,0.698,Male,Has relevant experience,No enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,1,32,0.0
1657,8539,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,35,0.0
1658,25995,city_16,0.91,Unknown,No relevant experience,No enrollment,Graduate,STEM,6,10000+,Public Sector,1,55,0.0
1659,12288,city_16,0.91,Unknown,Has relevant experience,No enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,86,0.0
1660,25411,city_114,0.926,Male,No relevant experience,Part time course,Masters,STEM,3,500-999,Public Sector,3,7,0.0
1661,12189,city_74,0.579,Male,No relevant experience,Full time course,Graduate,STEM,3,Unknown,Unknown,2,54,0.0
1662,27933,city_136,0.897,Male,Has relevant experience,No enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,2,114,1.0
1663,11273,city_103,0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1,50,0.0
1664,30859,city_159,0.843,Male,Has relevant experience,No enrollment,Masters,STEM,10,100-500,Public Sector,3,10,0.0
1665,15521,city_36,0.893,Male,Has relevant experience,Part time course,Graduate,STEM,14,10-49,Pvt Ltd,1,166,0.0
1667,11506,city_115,0.789,Male,Has relevant experience,No enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,57,0.0
1668,5934,city_72,0.795,Male,Has relevant experience,No enrollment,Graduate,No Major,3,1000-4999,Pvt Ltd,1,46,0.0
1669,3689,city_73,0.754,Male,Has relevant experience,No enrollment,Graduate,STEM,9,10-49,Pvt Ltd,3,25,0.0
1670,27337,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,166,0.0
1671,15911,city_136,0.897,Unknown,No relevant experience,No enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,46,0.0
1672,32996,city_114,0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,13,100-500,Pvt Ltd,5,204,0.0
1673,10663,city_114,0.926,Male,Has relevant experience,No enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,0,14,0.0
1674,18356,city_11,0.55,Male,Has relevant experience,No enrollment,Graduate,STEM,12,50-99,Pvt Ltd,3,43,0.0
1676,30679,city_28,0.939,Male,Has relevant experience,No enrollment,Graduate,Other,7,10-49,Pvt Ltd,3,166,0.0
1677,7347,city_102,0.804,Male,No relevant experience,No enrollment,Masters,STEM,0,5000-9999,Pvt Ltd,1,75,0.0
1678,31951,city_21,0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,45,1.0
1680,6452,city_165,0.903,Male,Has relevant experience,No enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,5,140,0.0
1681,19294,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,2,80,0.0
1682,12946,city_103,0.92,Unknown,Has relevant experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,2,44,0.0
1683,8375,city_53,0.74,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Unknown,Unknown,2,71,0.0
1684,8043,city_159,0.843,Male,Has relevant experience,No enrollment,Masters,STEM,16,50-99,Pvt Ltd,1,29,0.0
1685,4063,city_16,0.91,Other,No relevant experience,No enrollment,Masters,STEM,21,500-999,Other,5,148,0.0
1686,14821,city_28,0.939,Male,Has relevant experience,No enrollment,Masters,STEM,21,100-500,Pvt Ltd,1,12,0.0
1688,23465,city_115,0.789,Male,No relevant experience,Full time course,Graduate,STEM,1,Unknown,Unknown,0,60,0.0
1690,24582,city_114,0.926,Male,Has relevant experience,Part time course,Masters,STEM,16,50-99,Pvt Ltd,2,19,0.0
1691,19239,city_160,0.92,Unknown,Has relevant experience,No enrollment,Masters,Humanities,11,100-500,Pvt Ltd,3,10,0.0
1692,9664,city_41,0.8270000000000001,Male,Has relevant experience,Part time course,Graduate,STEM,8,0-10,Pvt Ltd,2,86,0.0
1693,17300,city_21,0.624,Male,No relevant experience,Unknown,Graduate,STEM,3,0-10,Pvt Ltd,1,72,0.0
1694,21257,city_157,0.769,Male,Has relevant experience,No enrollment,Masters,STEM,21,500-999,Pvt Ltd,5,64,0.0
1695,26856,city_103,0.92,Male,Has relevant experience,No enrollment,High School,Unknown,16,500-999,Pvt Ltd,4,24,1.0
1696,29283,city_67,0.855,Male,Has relevant experience,No enrollment,Masters,STEM,15,100-500,Pvt Ltd,3,55,1.0
1697,30846,city_116,0.743,Male,Has relevant experience,No enrollment,Graduate,Business Degree,21,100-500,Pvt Ltd,5,40,1.0
1698,24670,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,15,100-500,Pvt Ltd,5,330,1.0
1699,11391,city_73,0.754,Male,Has relevant experience,No enrollment,Graduate,Humanities,21,10-49,Early Stage Startup,1,7,0.0
1700,13823,city_77,0.83,Male,No relevant experience,Full time course,High School,Unknown,5,10-49,Pvt Ltd,1,20,0.0
1701,25931,city_103,0.92,Male,Has relevant experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,3,26,0.0
1703,29031,city_94,0.698,Male,Has relevant experience,Part time course,Graduate,STEM,6,Unknown,Unknown,1,162,0.0
1704,14883,city_21,0.624,Male,No relevant experience,No enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,14,0.0
1705,17924,city_10,0.895,Male,No relevant experience,Full time course,Masters,STEM,21,Unknown,Unknown,1,44,0.0
1706,30951,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,Other,3,5000-9999,Pvt Ltd,2,73,0.0
1707,9051,city_21,0.624,Male,No relevant experience,No enrollment,Graduate,STEM,2,Unknown,Unknown,0,29,0.0
1708,6963,city_65,0.802,Female,Has relevant experience,No enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,7,0.0
1709,3559,city_114,0.926,Male,Has relevant experience,No enrollment,Masters,STEM,21,5000-9999,Pvt Ltd,5,59,0.0
1710,9700,city_71,0.884,Female,No relevant experience,No enrollment,Graduate,Humanities,4,10000+,Pvt Ltd,2,34,0.0
1711,11849,city_73,0.754,Male,Has relevant experience,No enrollment,Masters,STEM,12,Unknown,Unknown,5,100,0.0
1712,22737,city_16,0.91,Unknown,No relevant experience,No enrollment,Masters,STEM,7,50-99,Early Stage Startup,1,18,0.0
1713,6969,city_41,0.8270000000000001,Male,Has relevant experience,No enrollment,Graduate,STEM,16,Unknown,Unknown,1,62,1.0
1714,31870,city_103,0.92,Unknown,Has relevant experience,Full time course,Graduate,STEM,1,1000-4999,NGO,1,3,0.0
1715,25263,city_16,0.91,Male,Has relevant experience,No enrollment,Masters,STEM,17,5000-9999,Public Sector,1,10,1.0
1718,19471,city_138,0.836,Male,Has relevant experience,Part time course,Graduate,STEM,21,10-49,Pvt Ltd,1,65,0.0
1719,22338,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,10-49,Pvt Ltd,3,41,0.0
1721,8752,city_103,0.92,Male,No relevant experience,Full time course,Phd,STEM,10,Unknown,Public Sector,5,52,0.0
1723,31441,city_75,0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Unknown,Public Sector,2,156,0.0
1724,13175,city_75,0.939,Unknown,No relevant experience,No enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,6,1.0
1725,2122,city_21,0.624,Unknown,No relevant experience,Full time course,Graduate,STEM,5,Unknown,Pvt Ltd,0,13,0.0
1727,10655,city_136,0.897,Female,No relevant experience,Full time course,Graduate,STEM,4,Unknown,Unknown,0,102,0.0
1728,20900,city_71,0.884,Male,Has relevant experience,No enrollment,Masters,STEM,3,500-999,Pvt Ltd,1,6,0.0
1729,25977,city_21,0.624,Unknown,Has relevant experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,74,0.0
1730,8038,city_150,0.698,Unknown,Has relevant experience,Part time course,Masters,STEM,5,10-49,Pvt Ltd,1,53,0.0
1731,9275,city_158,0.7659999999999999,Male,Has relevant experience,Part time course,Graduate,STEM,13,Unknown,Unknown,5,324,1.0
1732,26576,city_103,0.92,Other,No relevant experience,No enrollment,Graduate,STEM,4,500-999,Pvt Ltd,3,122,0.0
1733,8184,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,127,0.0
1735,27059,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,10000+,Pvt Ltd,5,25,0.0
1736,17920,city_102,0.804,Male,Has relevant experience,No enrollment,Masters,STEM,5,100-500,Pvt Ltd,2,69,0.0
1737,14932,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,7,100-500,Public Sector,3,24,1.0
1738,2491,city_71,0.884,Male,Has relevant experience,No enrollment,Masters,STEM,16,50-99,Pvt Ltd,1,210,0.0
1739,22450,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Unknown,Unknown,2,150,1.0
1740,12831,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,97,0.0
1741,24057,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,5,100-500,Pvt Ltd,0,54,1.0
1742,27854,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,21,10000+,Public Sector,5,15,0.0
1743,9083,city_114,0.926,Unknown,Has relevant experience,No enrollment,Graduate,STEM,10,10-49,Early Stage Startup,4,170,1.0
1744,26670,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,2,52,0.0
1745,5709,city_13,0.8270000000000001,Male,Has relevant experience,No enrollment,Masters,STEM,17,10-49,Pvt Ltd,1,42,1.0
1746,31995,city_21,0.624,Male,Has relevant experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,0,105,0.0
1747,11845,city_103,0.92,Female,No relevant experience,Full time course,Phd,STEM,7,Unknown,NGO,0,89,0.0
1748,14052,city_114,0.926,Female,Has relevant experience,No enrollment,Masters,STEM,9,0-10,Pvt Ltd,4,58,1.0
1749,22407,city_11,0.55,Unknown,Has relevant experience,No enrollment,Masters,STEM,8,50-99,Pvt Ltd,3,162,1.0
1750,33353,city_114,0.926,Male,Has relevant experience,No enrollment,Masters,STEM,15,10000+,Pvt Ltd,1,25,0.0
1751,32278,city_2,0.7879999999999999,Male,No relevant experience,Part time course,Graduate,STEM,2,Unknown,Unknown,2,88,0.0
1752,14069,city_160,0.92,Female,No relevant experience,Full time course,Graduate,STEM,4,Unknown,Unknown,0,4,0.0
1753,828,city_103,0.92,Male,Has relevant experience,No enrollment,High School,Unknown,21,50-99,Pvt Ltd,5,36,0.0
1754,16574,city_67,0.855,Male,Has relevant experience,No enrollment,Masters,Business Degree,18,100-500,Pvt Ltd,2,54,1.0
1755,6742,city_21,0.624,Unknown,No relevant experience,Full time course,Masters,STEM,2,100-500,Pvt Ltd,1,55,0.0
1756,6583,city_16,0.91,Male,Has relevant experience,No enrollment,Masters,STEM,13,50-99,Funded Startup,1,66,0.0
1757,15159,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,4,100-500,NGO,1,72,1.0
1758,16614,city_83,0.923,Male,Has relevant experience,Full time course,Graduate,STEM,9,10000+,Unknown,1,212,0.0
1759,27456,city_67,0.855,Female,Has relevant experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,1,5,1.0
1760,16462,city_128,0.527,Male,Has relevant experience,No enrollment,Graduate,Business Degree,6,0-10,Pvt Ltd,2,50,0.0
1761,32105,city_21,0.624,Male,Has relevant experience,Part time course,Graduate,STEM,14,100-500,Pvt Ltd,2,34,1.0
1762,22464,city_21,0.624,Unknown,No relevant experience,No enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,126,0.0
1764,2610,city_1,0.847,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,5,9,1.0
1765,18668,city_136,0.897,Male,Has relevant experience,No enrollment,Masters,STEM,11,5000-9999,Pvt Ltd,1,9,0.0
1766,20361,city_21,0.624,Female,Has relevant experience,No enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,13,0.0
1767,1055,city_103,0.92,Male,No relevant experience,No enrollment,Graduate,Humanities,17,100-500,Pvt Ltd,5,24,0.0
1768,19794,city_16,0.91,Unknown,No relevant experience,Full time course,Graduate,STEM,5,50-99,Public Sector,2,10,0.0
1770,16560,city_90,0.698,Male,No relevant experience,No enrollment,Graduate,STEM,0,Unknown,Unknown,1,48,0.0
1771,5236,city_67,0.855,Female,No relevant experience,Full time course,Graduate,Other,5,Unknown,Unknown,1,38,0.0
1773,18338,city_20,0.7959999999999999,Male,Has relevant experience,No enrollment,Graduate,STEM,11,100-500,Other,3,52,0.0
1774,25697,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,Humanities,19,50-99,Pvt Ltd,3,24,1.0
1775,15150,city_98,0.949,Unknown,Has relevant experience,No enrollment,Masters,STEM,21,1000-4999,Pvt Ltd,5,50,1.0
1776,5005,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,Humanities,2,50-99,Pvt Ltd,2,83,0.0
1777,8358,city_67,0.855,Unknown,Has relevant experience,Part time course,High School,Unknown,5,5000-9999,Pvt Ltd,1,33,1.0
1781,13477,city_149,0.6890000000000001,Male,No relevant experience,No enrollment,Graduate,STEM,4,Unknown,Unknown,1,35,0.0
1782,2120,city_105,0.794,Male,Has relevant experience,No enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,158,0.0
1785,25635,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,Other,21,0-10,Early Stage Startup,1,58,1.0
1786,14041,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,16,500-999,Pvt Ltd,1,75,1.0
1787,10311,city_67,0.855,Male,Has relevant experience,Full time course,Graduate,STEM,11,10-49,Unknown,1,106,0.0
1788,13925,city_103,0.92,Male,Has relevant experience,No enrollment,Phd,STEM,9,100-500,Funded Startup,1,79,0.0
1789,2183,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,4,50-99,Pvt Ltd,0,106,1.0
1790,23188,city_103,0.92,Male,No relevant experience,No enrollment,Masters,Humanities,21,10000+,Pvt Ltd,5,102,0.0
1791,8982,city_75,0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,14,Unknown,Pvt Ltd,4,20,0.0
1793,21604,city_21,0.624,Female,No relevant experience,No enrollment,Graduate,STEM,0,100-500,Public Sector,0,101,1.0
1795,3307,city_123,0.738,Male,Has relevant experience,No enrollment,Masters,STEM,14,0-10,Early Stage Startup,1,67,0.0
1796,4343,city_103,0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,10000+,Pvt Ltd,5,61,0.0
1797,24642,city_16,0.91,Female,Has relevant experience,No enrollment,Masters,STEM,8,50-99,Public Sector,2,54,0.0
1798,12008,city_103,0.92,Unknown,Has relevant experience,Part time course,High School,Unknown,13,100-500,Pvt Ltd,1,26,0.0
1800,2789,city_40,0.7759999999999999,Male,Has relevant experience,No enrollment,Graduate,STEM,13,50-99,Pvt Ltd,2,148,1.0
1801,22697,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,80,0.0
1802,20321,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,9,50-99,Pvt Ltd,4,21,1.0
1803,13470,city_114,0.926,Male,Has relevant experience,No enrollment,Masters,STEM,21,10000+,Pvt Ltd,5,26,1.0
1804,31236,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Unknown,Pvt Ltd,2,43,0.0
1805,32607,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,7,10000+,Pvt Ltd,4,60,0.0
1806,8216,city_21,0.624,Unknown,Has relevant experience,No enrollment,Masters,STEM,11,100-500,Pvt Ltd,2,214,0.0
1807,5320,city_173,0.878,Male,Has relevant experience,No enrollment,High School,Unknown,6,100-500,Pvt Ltd,0,89,0.0
1808,30466,city_10,0.895,Male,No relevant experience,Full time course,High School,Unknown,4,10-49,Pvt Ltd,1,89,0.0
1809,24026,city_74,0.579,Unknown,Has relevant experience,No enrollment,Graduate,STEM,6,10-49,Pvt Ltd,1,87,0.0
1810,30013,city_40,0.7759999999999999,Male,Has relevant experience,No enrollment,Masters,Other,9,100-500,Pvt Ltd,1,21,0.0
1811,22342,city_99,0.915,Female,No relevant experience,Full time course,Graduate,STEM,5,10-49,Pvt Ltd,1,21,0.0
1812,370,city_36,0.893,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,5,85,0.0
1814,30316,city_21,0.624,Unknown,Has relevant experience,Full time course,Graduate,STEM,2,5000-9999,Pvt Ltd,1,57,0.0
1815,28350,city_67,0.855,Male,Has relevant experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,2,39,0.0
1818,25882,city_149,0.6890000000000001,Male,No relevant experience,No enrollment,Graduate,STEM,20,Unknown,Unknown,0,66,0.0
1819,16079,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,8,100-500,Pvt Ltd,4,2,0.0
1820,21788,city_94,0.698,Male,No relevant experience,No enrollment,Graduate,STEM,11,10-49,Funded Startup,1,51,0.0
1821,2530,city_149,0.6890000000000001,Male,No relevant experience,Full time course,Graduate,STEM,0,10-49,Pvt Ltd,1,43,0.0
1822,20640,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,1,69,0.0
1823,7148,city_160,0.92,Other,No relevant experience,No enrollment,Graduate,STEM,21,10000+,Public Sector,5,30,0.0
1824,20308,city_160,0.92,Female,No relevant experience,Full time course,Graduate,STEM,6,Unknown,Unknown,1,23,0.0
1825,2196,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,152,1.0
1826,17225,city_114,0.926,Male,Has relevant experience,Full time course,Graduate,STEM,3,10-49,Early Stage Startup,1,8,0.0
1827,28163,city_65,0.802,Unknown,Has relevant experience,Full time course,Graduate,STEM,16,5000-9999,Pvt Ltd,1,21,0.0
1828,16164,city_102,0.804,Male,Has relevant experience,No enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,3,144,0.0
1829,11460,city_74,0.579,Male,Has relevant experience,No enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,157,0.0
1830,2900,city_9,0.743,Male,Has relevant experience,No enrollment,Graduate,STEM,10,100-500,NGO,5,17,0.0
1831,1026,city_162,0.767,Unknown,Has relevant experience,No enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,3,62,0.0
1832,8049,city_65,0.802,Unknown,Has relevant experience,No enrollment,Masters,STEM,21,50-99,Pvt Ltd,1,102,0.0
1833,12413,city_28,0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,11,10-49,Pvt Ltd,4,13,0.0
1835,3885,city_114,0.926,Male,Has relevant experience,No enrollment,High School,Unknown,21,500-999,Pvt Ltd,5,10,1.0
1836,5194,city_103,0.92,Male,No relevant experience,No enrollment,Primary School,Unknown,2,Unknown,Pvt Ltd,0,45,0.0
1837,11644,city_19,0.682,Male,Has relevant experience,No enrollment,Unknown,Unknown,8,0-10,Pvt Ltd,1,45,0.0
1838,28377,city_136,0.897,Male,Has relevant experience,No enrollment,Masters,STEM,14,50-99,Early Stage Startup,1,110,0.0
1840,24947,city_114,0.926,Male,Has relevant experience,Unknown,Graduate,STEM,5,10-49,Pvt Ltd,2,17,0.0
1841,32540,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,21,0-10,Pvt Ltd,1,46,0.0
1842,1346,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,7,100-500,Public Sector,4,332,0.0
1843,13220,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,Humanities,6,100-500,Pvt Ltd,4,51,0.0
1844,19336,city_103,0.92,Male,Has relevant experience,No enrollment,High School,Unknown,21,10-49,Pvt Ltd,1,60,0.0
1845,7416,city_103,0.92,Male,No relevant experience,Full time course,Graduate,STEM,3,5000-9999,Pvt Ltd,1,56,0.0
1846,26996,city_114,0.926,Male,Has relevant experience,No enrollment,Graduate,Other,13,0-10,Funded Startup,2,112,1.0
1847,26859,city_114,0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Unknown,Pvt Ltd,1,78,0.0
1848,13498,city_16,0.91,Male,Has relevant experience,No enrollment,Masters,STEM,21,50-99,Pvt Ltd,5,62,0.0
1849,17659,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,1000-4999,NGO,5,140,0.0
1850,25173,city_23,0.899,Male,Has relevant experience,No enrollment,Graduate,STEM,5,100-500,NGO,1,17,0.0
1851,12002,city_114,0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,10,0-10,Funded Startup,1,214,0.0
1852,22468,city_21,0.624,Male,Has relevant experience,Part time course,Masters,STEM,7,Unknown,Unknown,2,66,0.0
1853,25106,city_102,0.804,Male,Has relevant experience,No enrollment,Masters,STEM,21,50-99,Pvt Ltd,5,11,1.0
1854,11730,city_114,0.926,Female,No relevant experience,Full time course,Graduate,STEM,17,0-10,NGO,1,57,0.0
1855,21871,city_72,0.795,Unknown,Has relevant experience,No enrollment,Masters,STEM,7,0-10,Funded Startup,1,27,1.0
1856,19543,city_152,0.698,Unknown,Has relevant experience,No enrollment,Graduate,STEM,4,0-10,Funded Startup,1,34,0.0
1857,4842,city_16,0.91,Male,No relevant experience,Full time course,Graduate,STEM,7,100-500,Public Sector,1,50,0.0
1858,12874,city_160,0.92,Female,No relevant experience,No enrollment,Graduate,Other,2,500-999,Unknown,1,27,0.0
1859,19725,city_21,0.624,Unknown,Has relevant experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,41,0.0
1860,27614,city_16,0.91,Male,Has relevant experience,No enrollment,High School,Unknown,8,10000+,Other,1,7,1.0
1861,322,city_67,0.855,Male,Has relevant experience,Full time course,High School,Unknown,3,0-10,Pvt Ltd,1,32,1.0
1862,29603,city_104,0.924,Male,Has relevant experience,No enrollment,Graduate,STEM,9,10000+,Pvt Ltd,2,69,1.0
1863,28292,city_103,0.92,Female,No relevant experience,No enrollment,Masters,Humanities,6,10-49,Early Stage Startup,1,113,1.0
1864,423,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,7,10000+,Pvt Ltd,2,30,0.0
1866,16449,city_114,0.926,Unknown,Has relevant experience,No enrollment,Masters,STEM,21,5000-9999,Pvt Ltd,5,60,1.0
1867,26195,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,500-999,Public Sector,1,61,1.0
1871,31818,city_21,0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,11,0.0
1873,10217,city_159,0.843,Male,Has relevant experience,No enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,33,1.0
1874,13819,city_16,0.91,Male,No relevant experience,Full time course,Masters,STEM,7,Unknown,Public Sector,1,68,0.0
1876,18100,city_90,0.698,Male,No relevant experience,Full time course,Graduate,STEM,5,10-49,NGO,1,218,0.0
1877,5029,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,15,50-99,Funded Startup,2,57,1.0
1878,31473,city_114,0.926,Male,No relevant experience,No enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,3,148,0.0
1879,26801,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,Humanities,21,Unknown,Unknown,1,2,1.0
1880,18912,city_103,0.92,Male,Has relevant experience,Part time course,Graduate,STEM,4,100-500,Funded Startup,2,46,0.0
1881,27030,city_173,0.878,Male,Has relevant experience,No enrollment,Masters,STEM,13,Unknown,Unknown,1,3,0.0
1882,3647,city_71,0.884,Male,No relevant experience,Part time course,High School,Unknown,7,100-500,Pvt Ltd,1,9,1.0
1883,4222,city_21,0.624,Female,Has relevant experience,No enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,130,0.0
1885,19648,city_21,0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,21,0.0
1886,22430,city_21,0.624,Unknown,Has relevant experience,No enrollment,Masters,STEM,10,50-99,Public Sector,2,23,0.0
1887,15851,city_13,0.8270000000000001,Male,Has relevant experience,No enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,100,0.0
1888,301,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,9,10-49,Funded Startup,1,104,1.0
1889,18825,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,100-500,Pvt Ltd,5,42,0.0
1890,31758,city_145,0.555,Male,No relevant experience,Full time course,Graduate,STEM,1,Unknown,Unknown,1,9,0.0
1891,5898,city_74,0.579,Male,Has relevant experience,No enrollment,Masters,STEM,2,10-49,Pvt Ltd,1,37,0.0
1893,30260,city_26,0.698,Male,Has relevant experience,No enrollment,High School,Unknown,6,0-10,Funded Startup,2,81,0.0
1894,17669,city_67,0.855,Male,Has relevant experience,No enrollment,Masters,STEM,11,10000+,Pvt Ltd,2,4,0.0
1895,14806,city_36,0.893,Male,Has relevant experience,No enrollment,High School,Unknown,10,50-99,Early Stage Startup,2,53,0.0
1896,22480,city_40,0.7759999999999999,Male,Has relevant experience,Full time course,Graduate,STEM,11,100-500,Unknown,4,88,0.0
1897,29259,city_136,0.897,Male,Has relevant experience,No enrollment,Masters,STEM,21,50-99,Pvt Ltd,5,5,0.0
1898,22746,city_103,0.92,Male,Has relevant experience,No enrollment,High School,Unknown,3,50-99,Unknown,0,132,0.0
1899,9852,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,3,23,0.0
1900,30,city_158,0.7659999999999999,Male,Has relevant experience,Part time course,Graduate,STEM,10,500-999,Pvt Ltd,2,63,0.0
1901,17854,city_114,0.926,Unknown,Has relevant experience,No enrollment,Masters,STEM,15,10000+,Pvt Ltd,2,334,0.0
1903,17779,city_21,0.624,Male,No relevant experience,Full time course,Masters,STEM,5,Unknown,Unknown,1,129,0.0
1904,20154,city_136,0.897,Male,Has relevant experience,No enrollment,Graduate,STEM,21,10000+,Pvt Ltd,5,10,0.0
1905,16828,city_100,0.887,Male,Has relevant experience,Full time course,Graduate,STEM,10,Unknown,Unknown,2,16,0.0
1906,7387,city_104,0.924,Male,Has relevant experience,No enrollment,Graduate,STEM,15,500-999,Pvt Ltd,1,86,0.0
1907,31802,city_64,0.6659999999999999,Male,Has relevant experience,No enrollment,Masters,STEM,16,Unknown,Unknown,3,46,0.0
1908,17188,city_21,0.624,Male,No relevant experience,No enrollment,Graduate,STEM,10,0-10,Funded Startup,1,57,0.0
1909,7300,city_114,0.926,Male,Has relevant experience,No enrollment,High School,Unknown,7,0-10,Pvt Ltd,2,55,1.0
1911,21899,city_71,0.884,Unknown,Has relevant experience,Part time course,Graduate,STEM,15,10000+,Unknown,5,83,0.0
1914,5962,city_21,0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,47,0.0
1915,7813,city_104,0.924,Male,No relevant experience,No enrollment,Phd,STEM,17,50-99,NGO,3,36,0.0
1916,10847,city_67,0.855,Male,No relevant experience,Full time course,Phd,STEM,9,Unknown,Unknown,5,32,0.0
